RUT_EMPRESA,NOMBRE_EMPRESA,REGIÓN_FAENA,PROVINCIA_FAENA,COMUNA_FAENA,NOMBRE_FAENA,CATEGORÍA_FAENA,REGIÓN_INSTALACIÓN,PROVINCIA_INSTALACIÓN,COMUNA_INSTALACIÓN,NOMBRE_INSTALACIÓN,TIPO_INSTALACIÓN,RECURSO_MINERO,RECURSO_PRINCIPAL,TIPO_RECURSO,NRO_INSTALACIÓN,UTM_NORTE,UTM_ESTE,COTA,HUSO,DATUM,ESTADO,CONCATENAR
4.783.172-5,MARIA VERA CARRASCO,04,ELQUI,COQUIMBO,FAENA TONGOY (RINCONCITO),Categoría D,04,ELQUI,COQUIMBO,MINA RINCONCITO PUNTO 1),MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200031 - 0,"6,637,319","267,184",122,19,PSAD-56,ELIMINADO,
4.783.172-5,MARIA VERA CARRASCO,04,ELQUI,COQUIMBO,FAENA MARGARITA,Categoría D,04,ELQUI,COQUIMBO,PLANTA SANTA MARGARITA,PLANTA MOLIENDA,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200030 - 2,"6,636,206","264,814",136,19,PSAD-56,ELIMINADO,
4.783.172-5,MARIA VERA CARRASCO,04,ELQUI,COQUIMBO,FAENA TONGOY (RINCONCITO),Categoría D,04,ELQUI,COQUIMBO,TALLER DE MANTENCION,CAMPAMENTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200034 - 5,"6,637,339","267,815",121,19,PSAD-56,ELIMINADO,
10.660.243-3,WILSON RAMOS SANTA MARIA,04,ELQUI,COQUIMBO,FAENA ROSARIO,Categoría D,04,ELQUI,COQUIMBO,MINA ROSARIO FASE 1,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000008062 - 5,"6,657,555","288,479",438,19,PSAD-56,IRREGULAR OPERATIVA,FAENA ROSARIOWILSON RAMOS SANTA MARIACOQUIMBO
10.660.243-3,WILSON RAMOS SANTA MARIA,04,ELQUI,COQUIMBO,FAENA ROSARIO,Categoría D,04,ELQUI,COQUIMBO,ROSARIO - FASE 3,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000051533 - 8,"6,657,558","288,479",438,19,PSAD-56,IRREGULAR OPERATIVA,FAENA ROSARIOWILSON RAMOS SANTA MARIACOQUIMBO
10.660.243-3,WILSON RAMOS SANTA MARIA,04,ELQUI,COQUIMBO,FAENA ROSARIO,Categoría D,04,ELQUI,COQUIMBO,MINA ROSARIO UNO FASE DOS,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410200043 - 4,"6,657,826","288,278",445,19,PSAD-56,ACTIVA,FAENA ROSARIOWILSON RAMOS SANTA MARIACOQUIMBO
5.988.595-2,OBDULIO VILLALOBOS BARAHONA,04,ELQUI,COQUIMBO,LA SUERTE ,Categoría D,04,ELQUI,COQUIMBO,MINA LA SUERTE,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000107652 - 4,"6,659,608","285,871",252,19,PSAD-56,IRREGULAR NO OPERATIVA,
5.988.595-2,OBDULIO VILLALOBOS BARAHONA,04,ELQUI,COQUIMBO,FAENA MINILLAS,Categoría D,04,ELQUI,COQUIMBO,MINILLAS 1,MINA SUBTERRANEA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410300274 - 0,"6,652,615","287,794",851,19,PSAD-56,IRREGULAR NO OPERATIVA,
5.988.595-2,OBDULIO VILLALOBOS BARAHONA,04,ELQUI,COQUIMBO,FAENA MINILLAS,Categoría D,04,ELQUI,COQUIMBO,MINA LAS MINILLAS,MINA RAJO ABIERTO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,430300016 - 5,"6,652,597","287,817",872,19,PSAD-56,IRREGULAR NO OPERATIVA,
5.988.595-2,OBDULIO VILLALOBOS BARAHONA,04,ELQUI,COQUIMBO,KATTY,Categoría D,04,ELQUI,COQUIMBO,MINA KATTY,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000032131 - 2,"6,651,793","286,817",770,19,PSAD-56,IRREGULAR NO OPERATIVA,
10.752.719-2,CARLOS ARAYA CAMPAÑA,04,ELQUI,COQUIMBO,"PLANTA DE BENEFICIO, CARLOS ARAYA CAMPAÑA",Categoría D,04,ELQUI,COQUIMBO,DEPOSITO DE RELAVES,DEPÓSITO - EMBALSES,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000010155 - K,"6,657,474","287,163",314,19,PSAD-56,IRREGULAR NO OPERATIVA,
10.752.719-2,CARLOS ARAYA CAMPAÑA,04,ELQUI,COQUIMBO,"PLANTA DE BENEFICIO, CARLOS ARAYA CAMPAÑA",Categoría D,04,ELQUI,COQUIMBO,"PLANTA DE BENEFICIO, CARLOS ARAYA CAMPAÑA",PLANTA CONCENTRADORA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410200065 - 5,"6,657,450","286,950",295,19,PSAD-56,IRREGULAR NO OPERATIVA,
7.863.094-9,ESMERALDO YAÑEZ YAÑEZ,04,ELQUI,COQUIMBO,FAENA CONDESA,Categoría D,04,ELQUI,COQUIMBO,MINA CONDESA 1 AL 3,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410200044 - 2,"6,674,600","289,300",400,19,PSAD-56,IRREGULAR NO OPERATIVA,
76.671.960-0,EDT SERVICIIOS INDUSTRIALES LTDA.,04,ELQUI,COQUIMBO,FAENA LA PERDIDA,Categoría D,04,ELQUI,COQUIMBO,PROYECTO LA PERDIDA,EXPLORACION DE SUPERFICIE,COBRE - ORO - PLATA,COBRE,RECURSOS MINERALES METÁLICOS,410200045 - 0,"6,664,804","284,145",149,19,PSAD-56,IRREGULAR NO OPERATIVA,
6.955.510-1,VLADIMIR FAGARDO MUÑOZ,04,ELQUI,COQUIMBO,FAENA LOS LIRIOS EX CONDORO,Categoría D,04,ELQUI,COQUIMBO,MINA LOS LIRIOS,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410300111 - 6,"6,674,572","292,583",553,19,PSAD-56,IRREGULAR NO OPERATIVA,
6.955.510-1,VLADIMIR FAGARDO MUÑOZ,04,ELQUI,COQUIMBO,BELLA ESPERANZA,Categoría D,04,ELQUI,COQUIMBO,MINA BELLA ESPERANZA,MINA SUBTERRANEA,SULFURO AURÍFERO,ORO,RECURSOS MINERALES METÁLICOS,410200071 - K,"6,673,755","291,603",773,19,PSAD-56,INACTIVA,BELLA ESPERANZAVLADIMIR FAGARDO MUÑOZCOQUIMBO
76.163.321-K,MINERA MELON S.A,04,ELQUI,COQUIMBO,FAENA LA NIÑA,Categoría C,04,ELQUI,COQUIMBO,TALLER MANTENCION,TALLERES Y MAESTRANZA,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200021 - 3,"6,644,763","258,865",66,19,PSAD-56,ELIMINADO,
76.163.321-K,MINERA MELON S.A,04,ELQUI,COQUIMBO,FAENA LA NIÑA,Categoría C,04,ELQUI,COQUIMBO,MINA LA NIÑA,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200005 - 1,"6,645,000","259,000",90,19,PSAD-56,ACTIVA,FAENA LA NIÑAMINERA MELON S.ACOQUIMBO
76.163.321-K,MINERA MELON S.A,04,ELQUI,COQUIMBO,FAENA LA NIÑA,Categoría C,04,ELQUI,COQUIMBO,BOTADERO 1,DEPÓSITO RMM - ESTÉRILES,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000060627 - 9,"6,644,439","259,613",88,19,PSAD-56,ELIMINADO,
76.163.321-K,MINERA MELON S.A,04,ELQUI,COQUIMBO,FAENA LA NIÑA,Categoría C,04,ELQUI,COQUIMBO,PLANTA LA NIÑA,PLANTA MOLIENDA,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200020 - 5,"6,644,764","258,864",66,19,PSAD-56,ACTIVA,FAENA LA NIÑAMINERA MELON S.ACOQUIMBO
9.532.392-8,ISABEL GALLEGUILLOS VEGA,04,ELQUI,COQUIMBO,FAENA LOICA 1-20 (PROY 2015),Categoría D,04,ELQUI,COQUIMBO,LOICA SECTOR NORTE,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000066530 - 5,"6,658,565","286,985",461,19,PSAD-56,ACTIVA,FAENA LOICA 1-20 (PROY 2015)ISABEL GALLEGUILLOS VEGACOQUIMBO
9.532.392-8,ISABEL GALLEGUILLOS VEGA,04,ELQUI,COQUIMBO,FAENA LOICA 1-20 (PROY 2015),Categoría D,04,ELQUI,COQUIMBO,MINA LOICA 1 AL 20,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410200047 - 7,"6,658,664","287,073",490,19,PSAD-56,IRREGULAR OPERATIVA,FAENA LOICA 1-20 (PROY 2015)ISABEL GALLEGUILLOS VEGACOQUIMBO
9.532.392-8,ISABEL GALLEGUILLOS VEGA,04,ELQUI,COQUIMBO,FAENA LOICA 1-20 (PROY 2015),Categoría D,04,ELQUI,COQUIMBO,POLVORIN,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000109811 - 0,"6,658,426","286,597",377,19,PSAD-56,ELIMINADO,
9.532.392-8,ISABEL GALLEGUILLOS VEGA,04,ELQUI,COQUIMBO,FAENA LOICA 1-20 (PROY 2015),Categoría D,04,ELQUI,COQUIMBO,BOTADERO,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000109812 - 9,"6,658,372","286,740",387,19,PSAD-56,ELIMINADO,
9.532.392-8,ISABEL GALLEGUILLOS VEGA,04,ELQUI,COQUIMBO,FAENA LOICA 1-20 (PROY 2015),Categoría D,04,ELQUI,COQUIMBO,MINA SUBTERRANEA ,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000075636 - K,"6,658,557","286,734",365,19,PSAD-56,IRREGULAR NO OPERATIVA,
9.532.392-8,ISABEL GALLEGUILLOS VEGA,04,ELQUI,COQUIMBO,FAENA LOICA 1-20 (PROY 2015),Categoría D,04,ELQUI,COQUIMBO,BOTADERO NORTE,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000109814 - 5,"6,658,554","286,960",455,19,PSAD-56,ELIMINADO,
9.532.392-8,ISABEL GALLEGUILLOS VEGA,04,ELQUI,COQUIMBO,FAENA LOICA 1-20 (PROY 2015),Categoría D,04,ELQUI,COQUIMBO,MINA LA LOICA PUNTO 2 BAJO EL RAJO,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410200063 - 9,"6,658,372","286,751",380,19,PSAD-56,IRREGULAR OPERATIVA,FAENA LOICA 1-20 (PROY 2015)ISABEL GALLEGUILLOS VEGACOQUIMBO
17.111.989-8,FERNANDO ESCOBAR BOU,04,ELQUI,COQUIMBO,DANI,Categoría D,04,ELQUI,COQUIMBO,MINA DANI,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000010163 - 0,"6,643,040","277,280",1056,19,PSAD-56,INACTIVA,DANIFERNANDO ESCOBAR BOUCOQUIMBO
76.675.960-2,SLM LERNA 1 DE TONGOYCILLO,04,ELQUI,COQUIMBO,LERNA 1 AL 20,Categoría D,04,ELQUI,COQUIMBO,MINA LERNA 1 AL 20,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410200049 - 3,"6,656,587","272,603",338,19,PSAD-56,IRREGULAR NO OPERATIVA,
76.041.077-2,TRANSPORTES SANTA TERESA S.A.,04,ELQUI,COQUIMBO,PLANTA SAN LUIS,Categoría D,04,ELQUI,COQUIMBO,PLANTA SAN LUIS,PLANTA CHANCADO,HEMATITA - MAGNETITA - LIMONITA,HIERRO,RECURSOS MINERALES METÁLICOS,410200061 - 2,"6,665,650","287,350",205,19,PSAD-56,ACTIVA,PLANTA SAN LUISTRANSPORTES SANTA TERESA S.A.COQUIMBO
9.110.696-5,MANUEL RAMIREZ CUELLAR,04,ELQUI,COQUIMBO,FAENA LA BANDURRIA,Categoría D,04,ELQUI,COQUIMBO,MINA BANDURRIA,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000031131 - 7,"6,637,979","266,720",140,19,PSAD-56,INACTIVA,FAENA LA BANDURRIAMANUEL RAMIREZ CUELLARCOQUIMBO
9.110.696-5,MANUEL RAMIREZ CUELLAR,04,ELQUI,COQUIMBO,FAENA LA BANDURRIA,Categoría D,04,ELQUI,COQUIMBO,PLANTA DE TRATMIENTO,PLANTA CHANCADO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000031132 - 5,"6,637,924","266,873",147,19,PSAD-56,ABANDONADA,
11.327.708-4,VICTOR GOMEZ MANZANO,04,ELQUI,COQUIMBO,LA PERDIDA,Categoría D,04,ELQUI,COQUIMBO,MINA LA PERDIDA 1 AL 20,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,430400136 - K,"6,649,761","278,979",475,19,PSAD-56,ACTIVA,LA PERDIDAVICTOR GOMEZ MANZANOCOQUIMBO
11.327.708-4,VICTOR GOMEZ MANZANO,04,ELQUI,COQUIMBO,LA PERDIDA,Categoría D,04,ELQUI,COQUIMBO,LA PERDIDA PUNTO NUEVO,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000140655 - 9,"6,650,011","279,006",420,19,PSAD-56,IRREGULAR OPERATIVA,LA PERDIDAVICTOR GOMEZ MANZANOCOQUIMBO
11.327.708-4,VICTOR GOMEZ MANZANO,04,ELQUI,COQUIMBO,LA PERDIDA,Categoría D,04,ELQUI,COQUIMBO,MINA SUBTERRANEA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000100669 - 0,"6,650,112","278,885",436,19,PSAD-56,IRREGULAR OPERATIVA,LA PERDIDAVICTOR GOMEZ MANZANOCOQUIMBO
5.997.930-2,ALEJANDRO BARRAZA COROCEO,04,ELQUI,COQUIMBO,SOCORRO Y SOCAVON,Categoría D,04,ELQUI,COQUIMBO,MINA TUNEL SOCORRO Y SOCAVON,MINA SUBTERRANEA,COBRE - ORO,COBRE,RECURSOS MINERALES METÁLICOS,410300232 - 5,"6,657,738","287,951",521,19,PSAD-56,IRREGULAR NO OPERATIVA,
5.997.930-2,ALEJANDRO BARRAZA COROCEO,04,ELQUI,COQUIMBO,SOCORRO Y SOCAVON,Categoría D,04,ELQUI,COQUIMBO,MINA SOCORRO Y SOCAVON (desmonte),DEPÓSITO RMM - MINERAL DE BAJA LEY,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,20000000 - 5,"6,657,757","287,938",521,19,PSAD-56,ACTIVA,SOCORRO Y SOCAVONALEJANDRO BARRAZA COROCEOCOQUIMBO
6.641.702-6,RAUL ARAYA CASTRO,04,ELQUI,COQUIMBO,CARBONILLO 1 AL 31,Categoría D,04,ELQUI,COQUIMBO,MINA CARBONILLO 1 AL 31,MINA SUBTERRANEA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,410200084 - 1,"6,655,745","289,417",470,19,PSAD-56,ABANDONADA,
90.331.000-6,CRISTALERIAS DE CHILE S.A.,04,ELQUI,COQUIMBO,ROMERALITO,Categoría D,04,ELQUI,COQUIMBO,MINA ROMERALITO,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200009 - 4,"6,653,134","263,700",119,19,PSAD-56,ELIMINADO,
90.331.000-6,CRISTALERIAS DE CHILE S.A.,04,ELQUI,COQUIMBO,ROMERALITO,Categoría D,04,ELQUI,COQUIMBO,DEPOSITO DE ESTERILES,DEPÓSITO RMM - ESTÉRILES,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000031129 - 5,"6,653,114","264,164",63,19,PSAD-56,ELIMINADO,
90.331.000-6,CRISTALERIAS DE CHILE S.A.,04,ELQUI,COQUIMBO,ROMERALITO,Categoría D,04,ELQUI,COQUIMBO,TALLERES Y OFICINA,TALLERES Y MAESTRANZA,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000031130 - 9,"6,652,192","264,511",57,19,PSAD-56,ELIMINADO,
90.331.000-6,CRISTALERIAS DE CHILE S.A.,04,ELQUI,COQUIMBO,ROMERALITO,Categoría D,04,ELQUI,COQUIMBO,MINA ROMERALITO,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200080 - 9,"6,652,500","265,160",95,19,PSAD-56,ACTIVA,ROMERALITOCRISTALERIAS DE CHILE S.A.COQUIMBO
79.513.300-3,CIA. MRA.EL SAUCE,04,ELQUI,COQUIMBO,FAENA EL SAUCE,Categoría D,04,ELQUI,COQUIMBO,PLANTA EL SAUCE,PLANTA MOLIENDA,APATITA,ROCAS FOSFORICAS,ROCAS Y MINERALES INDUSTRIALES,2000033204 - 7,"6,667,510","280,297",141,19,PSAD-56,ELIMINADO,
79.513.300-3,CIA. MRA.EL SAUCE,04,ELQUI,COQUIMBO,FAENA EL SAUCE,Categoría D,04,ELQUI,COQUIMBO,MINA 30 EL SAUCE,MINA SUBTERRANEA,APATITA,ROCAS FOSFORICAS,ROCAS Y MINERALES INDUSTRIALES,410200002 - 7,"6,670,399","278,825",425,19,PSAD-56,IRREGULAR NO OPERATIVA,
79.513.300-3,CIA. MRA.EL SAUCE,04,ELQUI,COQUIMBO,FAENA EL SAUCE,Categoría D,04,ELQUI,COQUIMBO,MINA EL SAUCE 10 (DESMONTES),DEPÓSITO RMM - MINERAL DE BAJA LEY,APATITA,ROCAS FOSFORICAS,ROCAS Y MINERALES INDUSTRIALES,2000008094 - 3,"6,667,473","279,688",207,19,PSAD-56,IRREGULAR NO OPERATIVA,
7.335.353-K,ANIBALDO ANTONIO ARACENA ARAYA,04,ELQUI,COQUIMBO,REMOLINOS 1 AL 20,Categoría D,04,ELQUI,COQUIMBO,MINA REMOLINOS 1 AL 20,MINA SUBTERRANEA,COBRE - ORO,COBRE,RECURSOS MINERALES METÁLICOS,2000088706 - 5,"6,647,475","279,590",494,19,PSAD-56,ACTIVA,REMOLINOS 1 AL 20ANIBALDO ANTONIO ARACENA ARAYACOQUIMBO
7.335.353-K,ANIBALDO ANTONIO ARACENA ARAYA,04,ELQUI,COQUIMBO,RODADOS NEGROS 1 AL 20,Categoría D,04,ELQUI,COQUIMBO,RODADOS NEGROS,MINA SUBTERRANEA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000002042 - 8,"6,648,121","280,908",362,19,PSAD-56,IRREGULAR NO OPERATIVA,
61.703.000-4,EMPRESA NACIONAL DE MINERIA (ENAMI),04,ELQUI,COQUIMBO,PODER DE COMPRAS GUAYACAN,Categoría C,04,ELQUI,COQUIMBO,ENAMI GUAYACAN,ADMINISTRACIÓN - OFICINA,COBRE - ORO - PLATA,COBRE,RECURSOS MINERALES METÁLICOS,410200018 - 3,"6,681,750","273,630",4,19,PSAD-56,IRREGULAR OPERATIVA,PODER DE COMPRAS GUAYACANEMPRESA NACIONAL DE MINERIA (ENAMI)COQUIMBO
11.806.205-1,CARLOS DIAZ ZEPEDA,04,ELQUI,COQUIMBO,TUNEL LA FORTUNA,Categoría D,04,ELQUI,OVALLE,MINA TUNEL LA FORTUNA,MINA SUBTERRANEA,COBRE - ORO,COBRE,RECURSOS MINERALES METÁLICOS,2000123626 - 2,"6,631,576","283,892",780,19,PSAD-56,IRREGULAR NO OPERATIVA,
11.806.205-1,CARLOS DIAZ ZEPEDA,04,ELQUI,COQUIMBO,EL MANZANO,Categoría D,04,ELQUI,COQUIMBO,MINA EL MANZANO 1 AL 5,MINA SUBTERRANEA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000032197 - 5,"6,666,351","291,826",546,19,PSAD-56,ABANDONADA,
11.806.205-1,CARLOS DIAZ ZEPEDA,04,ELQUI,COQUIMBO,EL MANZANO,Categoría D,04,ELQUI,COQUIMBO,MINA EL MANZANO 1 AL 9,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000013094 - 0,"6,666,355","291,823",518,19,PSAD-56,INACTIVA,EL MANZANOCARLOS DIAZ ZEPEDACOQUIMBO
77.847.720-3,ITALCAL LTDA,04,ELQUI,COQUIMBO,GRACIELA 1 AL 3,Categoría D,04,ELQUI,COQUIMBO,MINA GRACIELA,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000046613 - 2,"6,644,399","259,034",72,19,PSAD-56,ACTIVA,GRACIELA 1 AL 3ITALCAL LTDACOQUIMBO
77.847.720-3,ITALCAL LTDA,04,ELQUI,COQUIMBO,GRACIELA 1 AL 3,Categoría D,04,ELQUI,COQUIMBO,PLANTA ITACAL,PLANTA CONCENTRADORA,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000005122 - 6,"6,644,391","258,798",96,19,PSAD-56,ACTIVA,GRACIELA 1 AL 3ITALCAL LTDACOQUIMBO
10.880.116-6,Ricardo Astorga Castillo,04,ELQUI,COQUIMBO,LERNA 1 al 20,Categoría D,04,ELQUI,COQUIMBO,Lerna 1 al 20,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000008124 - 9,"6,656,600","272,637",318,19,PSAD-56,IRREGULAR NO OPERATIVA,
8.553.478-5,FERNANDO CASTILLO VILLALOBOS,04,ELQUI,COQUIMBO,DESMONTES,Categoría D,04,ELQUI,COQUIMBO,DESMONTES,DEPÓSITO RMM - MINERAL DE BAJA LEY,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000011282 - 9,"6,656,114","287,589",329,19,PSAD-56,IRREGULAR OPERATIVA,DESMONTESFERNANDO CASTILLO VILLALOBOSCOQUIMBO
4.272.959-0,IRRIBALDO CAMPUZANO MUÑOZ,04,ELQUI,COQUIMBO,FAENA EL ALMENDRO,Categoría D,04,ELQUI,COQUIMBO,MINA ALMENDRO,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000111639 - 9,"6,636,346","266,889",132,19,PSAD-56,IRREGULAR NO OPERATIVA,
4.272.959-0,IRRIBALDO CAMPUZANO MUÑOZ,04,ELQUI,COQUIMBO,FAENA EL ALMENDRO,Categoría D,04,ELQUI,COQUIMBO,PLANTA EL ALMENDRO,PLANTA CHANCADO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000011386 - 8,"6,636,412","266,982",134,19,PSAD-56,IRREGULAR NO OPERATIVA,
76.185.589-1,Servicios Mineros Carlos Huidobro Godoy eirl,04,ELQUI,COQUIMBO,PLANTA TANGUE III,Categoría C,04,ELQUI,COQUIMBO,CHANCADOR PRIMARIO,PLANTA CHANCADO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,1999999985 - 1,"6,644,878","258,654",33,19,PSAD-56,ELIMINADO,
76.185.589-1,Servicios Mineros Carlos Huidobro Godoy eirl,04,ELQUI,COQUIMBO,PLANTA TANGUE III,Categoría C,04,ELQUI,COQUIMBO,MINA TANGE III,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000024057 - 6,"6,644,569","258,387",47,19,PSAD-56,IRREGULAR OPERATIVA,PLANTA TANGUE IIIServicios Mineros Carlos Huidobro Godoy eirlCOQUIMBO
76.185.589-1,Servicios Mineros Carlos Huidobro Godoy eirl,04,ELQUI,COQUIMBO,PLANTA TANGUE III,Categoría C,04,ELQUI,COQUIMBO,TOLVA DESCARGA,PLANTA CHANCADO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,1999999988 - 6,"6,644,877","258,620",39,19,PSAD-56,ELIMINADO,
76.185.589-1,Servicios Mineros Carlos Huidobro Godoy eirl,04,ELQUI,COQUIMBO,PLANTA TANGUE III,Categoría C,04,ELQUI,COQUIMBO,HARNERO,CAMPAMENTO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,1999999989 - 4,"6,644,869","258,657",35,19,PSAD-56,ELIMINADO,
76.185.589-1,Servicios Mineros Carlos Huidobro Godoy eirl,04,ELQUI,COQUIMBO,PLANTA TANGUE III,Categoría C,04,ELQUI,COQUIMBO,MINA TANGUE 3,MINA SUBTERRANEA,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,410200037 - K,"6,644,852","258,646",50,19,PSAD-56,ELIMINADO,
76.185.589-1,Servicios Mineros Carlos Huidobro Godoy eirl,04,ELQUI,COQUIMBO,PLANTA TANGUE III,Categoría C,04,ELQUI,COQUIMBO,TOLVA PRIMARIA,PLANTA CHANCADO,CARBONATO DE CALCIO BLANCO,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,1999999986 - K,"6,644,887","258,655",39,19,PSAD-56,ELIMINADO,
17.362.503-0,Mitzue Gonzalez Barraza,04,ELQUI,COQUIMBO,PELLELLO 1-20,Categoría D,04,ELQUI,COQUIMBO,MINA PELLELLO 1-20,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000023101 - 1,"6,628,705","272,524",495,19,PSAD-56,INACTIVA,PELLELLO 1-20Mitzue Gonzalez BarrazaCOQUIMBO
12.425.822-7,Myriam Perines Vega,04,ELQUI,COQUIMBO,Rosario 7,Categoría D,04,ELQUI,COQUIMBO,Mina Rosario 7,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000025077 - 6,"6,652,194","286,243",645,19,PSAD-56,INACTIVA,Rosario 7Myriam Perines VegaCOQUIMBO
